Station,Date,Latitude,Longitude,Elevation,Slope,RelativeHumidity_Min,RelativeHumidity_Max,Cloud_Cover_Avg,Precipitation_Avg,Wind_Speed_Avg,Latent_Heat_Flux,Solar_Radiation,TToday_Max,TToday_Min,TrendTMAX,TrendTMIN,Error_Tmax,Error_Tmin,ErroreTmin_Lag1,ErroreTmax_Lag1,ErroreTmin_Lag2,ErroreTmax_Lag2,ErroreTmin_Lag3,ErroreTmax_Lag3,ErroreTmin_Lag4,ErroreTmax_Lag4,ErroreTmin_Lag5,ErroreTmax_Lag5,ErroreTmin_Lag6,ErroreTmax_Lag6
11,2014-08-23,37.5372,127.085,28.7,0.6233,46.59923553,88.31622314,0.3716100695,0.0,4.493161768,39.21871789,4732.790039,29.4,23.7,0.0,3.1,1.9818555,-0.76211047,0.0359723299999999,1.58199471,-1.48085829,0.872145999999997,-0.279667709999998,-0.621476179999998,0.26129091,-0.310322149999998,-0.653178950000001,-1.43515134,0.115753309999999,0.449183810000001
12,2014-08-23,37.5507,126.988,132.118,0.5931,44.4521904,89.33401489,0.353991579,0.0,5.306418041,20.53816473,4773.436523,29.7,21.4,0.5,0.9,0.528413869999998,-1.51857317,-1.73624427,2.76675249,-0.991020129999999,1.7158559,-0.99615743,-1.7612641,-0.813954589999998,-1.45251736,-1.33522569,0.0179557899999985,-1.21886952,-1.19560973
13,2014-08-23,37.5776,127.083,59.8324,2.6865,39.50518417,90.39012146,0.3541585105,0.0,4.994358679,25.85045958,4704.369141,29.8,23.6,0.8,2.8,1.26749969,-0.189995509999999,-0.229235809999999,1.728812,-0.791801679999999,0.482655449999999,-0.306519949999998,-0.0219226399999997,0.697611689999999,-1.16045388,-0.475604189999999,-1.14866147,0.466819559999998,0.0531573799999983
14,2014-08-23,37.4967,126.927,30.968,0.618,47.3577652,84.62181091,0.37662659774999996,0.0,5.091561317,11.08687564,4713.868652,29.0,22.9,0.3,1.5,2.06254808,-1.4643383,-0.82140317,1.4201508,-0.902740830000003,0.587422269999998,-0.725807289999999,0.862586110000002,-0.472389609999997,-0.293701240000001,-0.777741670000001,-0.222773060000002,-0.672478650000002,-0.555781969999998
15,2014-08-23,37.5507,126.937,30.0464,0.8552,45.10919189,85.37825775,0.34420788075,0.0,5.012752046,23.41119309,4736.513672,29.2,22.0,1.4,0.9,0.921455819999998,-1.47381776,-1.76394553,1.91098232,-1.03342956,-0.0531272299999976,-1.07539116,0.109608049999999,-0.441057140000002,-0.35363783,-1.465718,-0.544146680000001,-1.02458126,-0.503538429999999
16,2014-08-23,37.4697,126.995,82.2912,2.2579,53.49465561,95.31673431,0.42058011549999996,0.0,4.080480605,55.54670121,4680.25,28.4,20.6,0.4,0.1,2.01769882,-1.65706097,-2.50900163,1.82015866,-1.05409519,0.9411904,-1.63969267,-0.432871949999999,-0.53953061,0.174814689999998,-0.86493102,-0.836988900000001,-0.845868209999999,0.403494419999998
17,2014-08-23,37.6181,127.099,53.4712,0.697,48.76285553,96.14237976,0.3397915995,0.0,4.078698332,91.65091877,4728.781738,29.5,19.6,0.5,0.3,0.804499060000001,-2.22435308,-2.73016251,1.95487283,-1.51553844,1.31803234,-2.4085387,0.70882112,0.36345639,0.147807829999998,-0.85650506,-1.2569389,-0.569808520000002,-0.37635431
18,2014-08-23,37.4832,127.024,56.4448,1.2313,52.90325165,94.01013947,0.41855989149999995,0.0,4.125214557,58.97083457,4706.144531,30.0,23.2,-0.2,1.4,4.2915369,0.21401942,-0.03095961,3.03803906,0.258420430000001,2.67670046,0.0573243800000007,0.327442640000001,1.30291661,3.23715247,-0.403240320000002,0.238245379999999,0.360435649999999,2.69017537
20,2014-08-23,37.6181,127.004,146.554,4.7296,53.90099335,93.30119324,0.2996684675,0.00216677875,5.30106315,80.16342726,4819.099121,29.1,21.7,0.6,0.8,3.28529611,-0.0715964199999988,-0.128993810000001,3.63054736,0.0508560599999974,2.88645402,-0.24981468,1.49645803,1.03084035,1.90721794,-0.0310685099999972,0.810716979999999,0.969170160000001,0.549408409999998
21,2014-08-23,37.5507,127.04,26.298,0.5721,43.42902756,88.5428772,0.36907508050000004,0.0,5.28673024,11.09190148,4723.027344,29.1,23.1,0.8,1.9,0.248736300000001,-0.55851741,-0.81991541,1.14463546,-0.882290860000001,-0.328112409999999,-0.326387229999998,-0.781628640000001,0.118931910000001,-1.86776229,-0.673341529999998,-1.58926578,0.264517000000001,-0.324208899999999
22,2014-08-23,37.5102,127.086,21.9668,0.1332,51.25789261,91.55921173,0.39086323975,0.0,4.152486881,52.94653765,4709.788086,30.4,23.2,0.3,2.4,3.13329906,-0.706732460000001,-0.408982290000001,2.97444577,-1.22303414,2.04335954,-0.654021029999999,-0.49006838,0.539560939999998,-0.0140826800000013,-0.835769659999997,-0.816409309999997,-0.121382430000001,1.43723512
23,2014-08-23,37.5372,126.891,15.5876,0.1554,50.14826965,90.11128998,0.34922726175,0.0,4.57629627,57.98460428,4710.883301,30.2,23.4,1.0,1.6,2.69223271,-0.566447480000001,-0.190573930000003,3.64150764,-0.558214920000001,2.1782129,-0.0824014700000006,1.67533442,0.189826619999998,0.503880610000003,-0.761849290000001,0.553628190000001,-0.130605469999999,-0.0726151200000018
24,2014-08-23,37.5237,126.909,17.2956,0.2223,47.79807281,87.0247345,0.35357198925,0.0,4.869330893,32.32778684,4706.453125,29.9,23.4,1.1,1.4,1.5933344,-0.60917671,-0.336864990000002,2.71443413,-0.37395841,1.16880448,-0.268949420000002,1.1254823,0.185235969999997,0.0612925400000002,-0.71659022,0.0849754099999984,-0.14317801,0.0886268500000007
25,2014-08-23,37.5237,126.97,19.5844,0.2713,44.59935379,84.67831421,0.38817168775,0.0,5.060361713,14.5486239,4718.366699,29.8,23.4,0.4,1.4,2.47869671,-1.38258749,-0.599068650000003,1.83919548,-0.467262550000001,1.05172295,-0.28982418,-0.123076449999999,0.47199767,0.0147117299999984,-0.912912689999999,0.45209912,-0.271056720000001,0.446629569999999
1,2014-08-24,37.6046,126.991,212.335,2.785,64.56202698,91.44345093,0.52778926475,0.28786886975000003,8.554449757,79.64600937,4843.14209,27.9,19.1,1.6,-1.4,0.859957489999999,-1.29763325,-0.868307979999997,0.73576727,-1.01165952,0.971791620000001,-0.78194822,-0.249211320000001,-1.4059259,-1.20329688,-0.582884630000002,-0.490794080000001,-1.52197368,-1.3732685
2,2014-08-24,37.6046,127.032,44.7624,0.5141,65.48800659,93.72494507,0.5492873285,0.44409389025,6.101445675,57.67677204,4694.338379,30.4,18.9,1.2,-1.5,2.49465522,-1.01435134,-2.50869797,1.2322071,-3.29758822,1.85295523,-1.7896831,0.874863000000001,-2.61923569,-0.0577695400000025,-0.313492189999998,0.684141589999999,-1.14263705,-0.891346219999999
3,2014-08-24,37.5776,127.058,33.3068,0.2661,58.29466248,91.63782501,0.54321655725,0.40401048375000004,6.013349801,61.60331706,4689.235352,29.5,20.5,0.2,-2.0,1.16418938,-0.546803059999998,-1.5122509,-0.2457496,-1.58659278,1.21158922,-0.8838851,-0.256170830000002,-1.21131782,-0.71175552,-0.17865046,-1.50891237,-1.10300339,-1.49948459
4,2014-08-24,37.645,127.022,45.716,2.5348,75.86772919,99.1065979,0.53470810125,0.27406125825,8.735061189,73.43818843,4679.124512,30.7,20.5,1.1,-2.6,3.75043187,1.11830284,-0.0144414499999996,3.32840981,1.26656953,2.9455308,0.291871029999999,1.95730977,-0.0096862299999998,1.47366231,0.934394740000002,1.71295129,-0.337611460000002,-0.0824186299999994
5,2014-08-24,37.5507,127.135,35.038,0.5055,65.7574234,94.09533691,0.571523682,0.53642520675,6.498679608,76.70197995,4677.062012,29.9,20.1,0.8,-2.1,1.5307593,-0.388303109999999,-1.1290281,2.22615835,-0.70841407,2.00225652,-2.03809438,1.33543351,-0.763582999999997,-0.339953689999998,0.55755168,-0.470688249999998,-0.807039039999999,-1.50108139
6,2014-08-24,37.5102,127.042,54.6384,0.1457,59.58847809,90.19089508,0.54323852775,0.3802311155,6.336624245,69.79994424,4690.65625,31.6,22.0,2.2,-1.4,1.35624376,-0.399358919999997,-0.347820760000001,2.9443224,-0.19611252,1.88844916,-0.616774410000001,0.73525446,-0.174265569999999,-0.652041929999999,0.535820810000001,-0.687545700000001,-0.639463209999999,-1.25640135
7,2014-08-24,37.5776,126.838,12.37,0.0985,69.41362762,95.58268738,0.50080486,0.25424404349999996,5.06400467,66.27472655,4671.15918,30.0,21.0,0.9,-1.8,3.23596084,1.06655008,-0.56314669,2.37287767,-0.0789844299999984,3.00254141,-0.58691409,1.42536717,-0.193112429999999,2.67066412,0.582590209999999,1.48788301,-0.53158964,-0.16358275
8,2014-08-24,37.4697,126.91,52.518,1.5629,58.19644928,91.48109436,0.534597787,0.49020719525,7.120948533,62.38540955,4671.646484,30.6,21.9,1.8,-0.9,2.68492152,0.61501079,-0.209945390000001,2.17752522,-0.504310399999998,1.78837918,-0.0325555899999976,0.424392099999999,0.0503691800000006,0.95306836,-0.172601440000001,0.785497530000001,-0.500057460000001,0.562108809999998
9,2014-08-24,37.4967,126.826,50.9312,0.4125,63.32281876,94.88768005,0.510339589,0.3762058365,6.379234632,64.89428739,4701.743164,30.9,20.5,1.2,-1.6,2.44215729,0.288632589999999,-1.03489657,3.15136692,-0.810634749999998,3.51434308,-0.0735184400000009,1.6902896,-0.10847802,1.89571013,0.14969653,1.08772111,-0.621742560000001,0.101991229999999
10,2014-08-24,37.4562,126.955,208.507,5.1782,67.07993317,95.56976318,0.5473058115,0.42804614975,7.141327659,61.83585664,4615.589355,29.5,19.0,0.7,-1.1,3.86096468,-0.139376590000001,-1.99367185,2.43162189,-1.98706242,3.10341929,0.0807449400000024,0.887256409999999,-0.463064490000001,0.697365270000002,-0.0107146100000008,1.61175355,0.27028992,1.52507316
11,2014-08-24,37.5372,127.085,28.7,0.6233,59.65956116,91.06305695,0.5576764345,0.40602494224999996,5.825572113,67.54800121,4696.113281,30.8,21.4,1.4,-2.3,1.72678833,-0.141897459999999,-0.76211047,1.9818555,0.0359723299999999,1.58199471,-1.48085829,0.872145999999997,-0.279667709999998,-0.621476179999998,0.26129091,-0.310322149999998,-0.653178950000001,-1.43515134
12,2014-08-24,37.5507,126.988,132.118,0.5931,59.53899002,89.72415924,0.51895734525,0.3623733945,8.017837246,61.40571876,4736.23584,29.4,20.1,-0.3,-1.3,1.15781116,-1.33864786,-1.51857317,0.528413869999998,-1.73624427,2.76675249,-0.991020129999999,1.7158559,-0.99615743,-1.7612641,-0.813954589999998,-1.45251736,-1.33522569,0.0179557899999985
13,2014-08-24,37.5776,127.083,59.8324,2.6865,59.45795059,92.00648499,0.5543249035,0.7545636729999999,5.151437541,65.52732428,4667.118164,30.5,21.3,0.7,-2.3,1.83651816,0.337143470000001,-0.189995509999999,1.26749969,-0.229235809999999,1.728812,-0.791801679999999,0.482655449999999,-0.306519949999998,-0.0219226399999997,0.697611689999999,-1.16045388,-0.475604189999999,-1.14866147
14,2014-08-24,37.4967,126.927,30.968,0.618,56.61978912,90.78890991,0.52117452275,0.4584989335,7.612570127,58.38441153,4676.905273,31.3,21.5,2.3,-1.4,1.58608655,0.236605570000002,-1.4643383,2.06254808,-0.82140317,1.4201508,-0.902740830000003,0.587422269999998,-0.725807289999999,0.862586110000002,-0.472389609999997,-0.293701240000001,-0.777741670000001,-0.222773060000002
15,2014-08-24,37.5507,126.937,30.0464,0.8552,59.70791626,92.38013458,0.5222313665,0.42015093425,7.520793458,58.76072963,4699.857422,30.5,21.2,1.3,-0.8,1.10591784,-0.56614072,-1.47381776,0.921455819999998,-1.76394553,1.91098232,-1.03342956,-0.0531272299999976,-1.07539116,0.109608049999999,-0.441057140000002,-0.35363783,-1.465718,-0.544146680000001
16,2014-08-24,37.4697,126.995,82.2912,2.2579,67.86115265,94.28804016,0.54690548625,0.36833911925,6.864775151,66.66445231,4642.440918,29.9,19.9,1.5,-0.7,2.01005619,-0.536249299999998,-1.65706097,2.01769882,-2.50900163,1.82015866,-1.05409519,0.9411904,-1.63969267,-0.432871949999999,-0.53953061,0.174814689999998,-0.86493102,-0.836988900000001
17,2014-08-24,37.6181,127.099,53.4712,0.697,65.96376801,96.3065033,0.5535050957500001,0.43274232575000005,4.170933406,53.56162162,4691.812988,29.3,17.9,-0.2,-1.7,1.3052657,-0.277773270000001,-2.22435308,0.804499060000001,-2.73016251,1.95487283,-1.51553844,1.31803234,-2.4085387,0.70882112,0.36345639,0.147807829999998,-0.85650506,-1.2569389
18,2014-08-24,37.4832,127.024,56.4448,1.2313,66.03791809,92.87233734,0.54549821625,0.3355941855,6.197179168,65.86397656,4668.837402,32.3,21.8,2.3,-1.4,3.45963083,1.14736747,0.21401942,4.2915369,-0.03095961,3.03803906,0.258420430000001,2.67670046,0.0573243800000007,0.327442640000001,1.30291661,3.23715247,-0.403240320000002,0.238245379999999
19,2014-08-24,37.5776,126.938,75.0924,1.7678,60.30347824,94.36631012,0.51746525925,0.42174923675,7.433485667,59.37921019,4725.34082,29.0,19.8,0.0,0.0,1.22041333,-0.473680810000001,0,0,-2.65208725,2.13417874,-0.92680236,0.951719610000001,-1.18732985,-0.0174069400000008,-0.140627649999999,-0.092177079999999,-1.11404556,0.891550650000003
20,2014-08-24,37.6181,127.004,146.554,4.7296,70.8861618,96.62612152,0.5270943685,0.281029549,10.44252835,93.19862401,4782.768555,30.2,20.1,1.1,-1.6,3.57077153,0.866774420000002,-0.0715964199999988,3.28529611,-0.128993810000001,3.63054736,0.0508560599999974,2.88645402,-0.24981468,1.49645803,1.03084035,1.90721794,-0.0310685099999972,0.810716979999999
21,2014-08-24,37.5507,127.04,26.298,0.5721,57.62705994,90.66225433,0.5357902050000001,0.40956729625,6.946059803,67.09064968,4686.240234,29.7,21.6,0.6,-1.5,1.35782874,0.0325428199999998,-0.55851741,0.248736300000001,-0.81991541,1.14463546,-0.882290860000001,-0.328112409999999,-0.326387229999998,-0.781628640000001,0.118931910000001,-1.86776229,-0.673341529999998,-1.58926578
22,2014-08-24,37.5102,127.086,21.9668,0.1332,62.64970779,89.93714142,0.545279918,0.38455598300000005,5.801426282,72.07939863,4672.853027,31.5,21.4,1.1,-1.8,2.86528691,-0.55680589,-0.706732460000001,3.13329906,-0.408982290000001,2.97444577,-1.22303414,2.04335954,-0.654021029999999,-0.49006838,0.539560939999998,-0.0140826800000013,-0.835769659999997,-0.816409309999997
23,2014-08-24,37.5372,126.891,15.5876,0.1554,61.76714325,93.03056335,0.517843315,0.39050003325,7.141578078,75.93797191,4674.009766,31.2,21.7,1.0,-1.7,2.71220563,1.08062564,-0.566447480000001,2.69223271,-0.190573930000003,3.64150764,-0.558214920000001,2.1782129,-0.0824014700000006,1.67533442,0.189826619999998,0.503880610000003,-0.761849290000001,0.553628190000001
24,2014-08-24,37.5237,126.909,17.2956,0.2223,58.25162888,92.0582428,0.51929380175,0.43316955025000003,7.458073616,66.13699579,4669.50293,30.7,22.1,0.8,-1.3,2.23640742,0.69321897,-0.60917671,1.5933344,-0.336864990000002,2.71443413,-0.37395841,1.16880448,-0.268949420000002,1.1254823,0.185235969999997,0.0612925400000002,-0.71659022,0.0849754099999984
25,2014-08-24,37.5237,126.97,19.5844,0.2713,56.60057449,88.31063843,0.526528523,0.37434207025,7.40882197,57.70276602,4681.574219,32.1,21.5,2.3,-1.9,1.26739468,0.0218659799999976,-1.38258749,2.47869671,-0.599068650000003,1.83919548,-0.467262550000001,1.05172295,-0.28982418,-0.123076449999999,0.47199767,0.0147117299999984,-0.912912689999999,0.45209912
1,2014-08-25,37.6046,126.991,212.335,2.785,63.4995079,85.24443054,0.23549660575,0.044401532,7.497793615,93.02269554,4806.717773,25.5,21.2,-2.4,2.1,0.224024799999999,-2.86616354,-1.29763325,0.859957489999999,-0.868307979999997,0.73576727,-1.01165952,0.971791620000001,-0.78194822,-0.249211320000001,-1.4059259,-1.20329688,-0.582884630000002,-0.490794080000001
2,2014-08-25,37.6046,127.032,44.7624,0.5141,54.82949829,91.60643768,0.29049109975,0.72252264875,6.74462839,79.08408475,4657.507813,29.0,22.4,-1.4,3.5,-0.0653956999999998,-2.91294297,-1.01435134,2.49465522,-2.50869797,1.2322071,-3.29758822,1.85295523,-1.7896831,0.874863000000001,-2.61923569,-0.0577695400000025,-0.313492189999998,0.684141589999999
3,2014-08-25,37.5776,127.058,33.3068,0.2661,50.36068344,82.68881226,0.3196130115,0.70666423125,6.953356266,44.82076814,4652.430664,28.2,23.1,-1.3,2.6,-0.679687650000002,-1.35650902,-0.546803059999998,1.16418938,-1.5122509,-0.2457496,-1.58659278,1.21158922,-0.8838851,-0.256170830000002,-1.21131782,-0.71175552,-0.17865046,-1.50891237
4,2014-08-25,37.645,127.022,45.716,2.5348,64.14097595,97.41243744,0.28026504525,2.24336340275,7.936224322,115.6861113,4642.163574,29.0,23.5,-1.7,3.0,1.66712335,0.075453679999999,1.11830284,3.75043187,-0.0144414499999996,3.32840981,1.26656953,2.9455308,0.291871029999999,1.95730977,-0.0096862299999998,1.47366231,0.934394740000002,1.71295129
5,2014-08-25,37.5507,127.135,35.038,0.5055,54.5303154,92.19165039,0.3358653865,3.4997498525,6.381966154,123.8926943,4640.095215,27.9,22.5,-2.0,2.4,0.154608889999999,-1.32326297,-0.388303109999999,1.5307593,-1.1290281,2.22615835,-0.70841407,2.00225652,-2.03809438,1.33543351,-0.763582999999997,-0.339953689999998,0.55755168,-0.470688249999998
6,2014-08-25,37.5102,127.042,54.6384,0.1457,47.12727737,81.19734955,0.292845758,3.112581125,6.721542617,73.62247324,4653.651855,28.0,23.6,-3.6,1.6,-0.460985269999998,-1.47124101,-0.399358919999997,1.35624376,-0.347820760000001,2.9443224,-0.19611252,1.88844916,-0.616774410000001,0.73525446,-0.174265569999999,-0.652041929999999,0.535820810000001,-0.687545700000001
7,2014-08-25,37.5776,126.838,12.37,0.0985,61.56159973,86.48562622,0.28387335150000004,0.02136719375,4.976044337,109.9470565,4634.287598,29.2,24.2,-0.8,3.2,2.70410772,0.37061615,1.06655008,3.23596084,-0.56314669,2.37287767,-0.0789844299999984,3.00254141,-0.58691409,1.42536717,-0.193112429999999,2.67066412,0.582590209999999,1.48788301
8,2014-08-25,37.4697,126.91,52.518,1.5629,50.84513092,75.89258575,0.26009447849999995,0.00023821225,7.012364755,48.25762399,4634.48291,29.2,24.0,-1.4,2.1,0.72686496,-1.07441266,0.61501079,2.68492152,-0.209945390000001,2.17752522,-0.504310399999998,1.78837918,-0.0325555899999976,0.424392099999999,0.0503691800000006,0.95306836,-0.172601440000001,0.785497530000001
9,2014-08-25,37.4967,126.826,50.9312,0.4125,56.66683578,85.36807251,0.23557253775,0.0247565485,6.198532244,97.80016152,4664.901367,28.4,23.5,-2.5,3.0,2.45467709,-0.0610739500000008,0.288632589999999,2.44215729,-1.03489657,3.15136692,-0.810634749999998,3.51434308,-0.0735184400000009,1.6902896,-0.10847802,1.89571013,0.14969653,1.08772111
10,2014-08-25,37.4562,126.955,208.507,5.1782,52.88842011,85.79968262,0.24895185199999997,0.002544398,7.376468877,67.77877522,4576.546387,28.7,21.9,-0.8,2.9,1.54697879,-0.42716149,-0.139376590000001,3.86096468,-1.99367185,2.43162189,-1.98706242,3.10341929,0.0807449400000024,0.887256409999999,-0.463064490000001,0.697365270000002,-0.0107146100000008,1.61175355
11,2014-08-25,37.5372,127.085,28.7,0.6233,49.12623978,83.20675659,0.32525543625,1.8262606875,6.070840369,84.24177861,4659.455078,28.6,23.8,-2.2,2.4,-0.324100220000002,-1.55368166,-0.141897459999999,1.72678833,-0.76211047,1.9818555,0.0359723299999999,1.58199471,-1.48085829,0.872145999999997,-0.279667709999998,-0.621476179999998,0.26129091,-0.310322149999998
12,2014-08-25,37.5507,126.988,132.118,0.5931,51.1199646,73.54151917,0.26624850525,0.0010457305,7.822960128,27.06894624,4699.08252,27.5,22.1,-1.9,2.0,-0.543058909999999,-2.61120239,-1.33864786,1.15781116,-1.51857317,0.528413869999998,-1.73624427,2.76675249,-0.991020129999999,1.7158559,-0.99615743,-1.7612641,-0.813954589999998,-1.45251736
13,2014-08-25,37.5776,127.083,59.8324,2.6865,50.74213791,81.9511795,0.35267370625,0.3499211415,6.110805233,57.5472126,4629.953613,28.5,23.5,-2.0,2.2,0.000864319999998,-0.461704480000002,0.337143470000001,1.83651816,-0.189995509999999,1.26749969,-0.229235809999999,1.728812,-0.791801679999999,0.482655449999999,-0.306519949999998,-0.0219226399999997,0.697611689999999,-1.16045388
14,2014-08-25,37.4967,126.927,30.968,0.618,48.63179398,73.88607788,0.29275183600000004,0.02705292425,7.176820626,20.49867487,4639.975098,28.6,24.1,-2.7,2.6,0.0543712400000018,-2.607805,0.236605570000002,1.58608655,-1.4643383,2.06254808,-0.82140317,1.4201508,-0.902740830000003,0.587422269999998,-0.725807289999999,0.862586110000002,-0.472389609999997,-0.293701240000001
15,2014-08-25,37.5507,126.937,30.0464,0.8552,51.38775253,69.14187622,0.29545079875,0.0051026695,6.997821053,31.17823052,4663.227539,28.2,23.5,-2.3,2.3,0.505432890000002,-2.58364516,-0.56614072,1.10591784,-1.47381776,0.921455819999998,-1.76394553,1.91098232,-1.03342956,-0.0531272299999976,-1.07539116,0.109608049999999,-0.441057140000002,-0.35363783
16,2014-08-25,37.4697,126.995,82.2912,2.2579,52.34327698,88.43099213,0.2845216485,0.12488468275,6.515838623,93.40907049,4604.654785,27.7,22.1,-2.2,2.2,0.863393080000002,-2.25622242,-0.536249299999998,2.01005619,-1.65706097,2.01769882,-2.50900163,1.82015866,-1.05409519,0.9411904,-1.63969267,-0.432871949999999,-0.53953061,0.174814689999998
17,2014-08-25,37.6181,127.099,53.4712,0.697,57.33541489,88.21124268,0.28416969324999997,1.4353467015,5.264918,116.7162929,4654.882813,27.9,22.2,-1.4,4.3,0.163941750000003,-2.07226516,-0.277773270000001,1.3052657,-2.22435308,0.804499060000001,-2.73016251,1.95487283,-1.51553844,1.31803234,-2.4085387,0.70882112,0.36345639,0.147807829999998
18,2014-08-25,37.4832,127.024,56.4448,1.2313,50.96744537,88.74360657,0.29352836925000003,1.5362604825,6.268813262,105.1015642,4631.540039,29.5,24.3,-2.8,2.5,2.51334779,-0.39707765,1.14736747,3.45963083,0.21401942,4.2915369,-0.03095961,3.03803906,0.258420430000001,2.67670046,0.0573243800000007,0.327442640000001,1.30291661,3.23715247
19,2014-08-25,37.5776,126.938,75.0924,1.7678,54.24977875,77.79007721,0.28537197449999996,0.000165928,6.370103836,42.32647157,4688.676758,27.8,23.0,-1.2,3.2,1.44911627,-1.79606384,-0.473680810000001,1.22041333,0,0,-2.65208725,2.13417874,-0.92680236,0.951719610000001,-1.18732985,-0.0174069400000008,-0.140627649999999,-0.092177079999999
20,2014-08-25,37.6181,127.004,146.554,4.7296,67.02825165,92.96309662,0.23231185000000001,0.7057357264999999,9.277920425,112.5575476,4746.358887,28.1,23.3,-2.1,3.2,2.60579368,-0.19107185,0.866774420000002,3.57077153,-0.0715964199999988,3.28529611,-0.128993810000001,3.63054736,0.0508560599999974,2.88645402,-0.24981468,1.49645803,1.03084035,1.90721794
21,2014-08-25,37.5507,127.04,26.298,0.5721,49.49082565,84.21057892,0.28080161625,1.35646001775,7.187325358,49.8765922,4649.458496,28.4,23.8,-1.3,2.2,-0.624510829999998,-1.17702031,0.0325428199999998,1.35782874,-0.55851741,0.248736300000001,-0.81991541,1.14463546,-0.882290860000001,-0.328112409999999,-0.326387229999998,-0.781628640000001,0.118931910000001,-1.86776229
22,2014-08-25,37.5102,127.086,21.9668,0.1332,49.08519363,86.88589478,0.29877289225000003,1.163252217,6.197366357,94.28368378,4635.936523,29.4,23.4,-2.1,2.0,0.0601616199999988,-1.18045504,-0.55680589,2.86528691,-0.706732460000001,3.13329906,-0.408982290000001,2.97444577,-1.22303414,2.04335954,-0.654021029999999,-0.49006838,0.539560939999998,-0.0140826800000013
23,2014-08-25,37.5372,126.891,15.5876,0.1554,55.78376007,79.78279114,0.28927067224999997,0.34153646425,6.613165329,89.39310869,4637.148926,29.5,25.0,-1.7,3.3,2.93711966,-0.795332339999998,1.08062564,2.71220563,-0.566447480000001,2.69223271,-0.190573930000003,3.64150764,-0.558214920000001,2.1782129,-0.0824014700000006,1.67533442,0.189826619999998,0.503880610000003
24,2014-08-25,37.5237,126.909,17.2956,0.2223,51.92311859,74.69722748,0.28786871175,0.20807478325,7.055526068,60.41445605,4632.57373,29.3,24.8,-1.4,2.7,1.92929773,-1.88445092,0.69321897,2.23640742,-0.60917671,1.5933344,-0.336864990000002,2.71443413,-0.37395841,1.16880448,-0.268949420000002,1.1254823,0.185235969999997,0.0612925400000002
25,2014-08-25,37.5237,126.97,19.5844,0.2713,47.37854004,69.53542328,0.31137283825,0.0,7.076612194,18.54231278,4644.800781,28.5,24.4,-3.6,2.9,1.09958881,-1.84952661,0.0218659799999976,1.26739468,-1.38258749,2.47869671,-0.599068650000003,1.83919548,-0.467262550000001,1.05172295,-0.28982418,-0.123076449999999,0.47199767,0.0147117299999984
1,2014-08-26,37.6046,126.991,212.335,2.785,59.87678146,81.23139954,0.24240975674999998,0.00124543325,6.344397376,88.42144553,4769.281738,27.2,18.8,1.7,-2.4,-0.664646099999999,-0.912015189999998,-2.86616354,0.224024799999999,-1.29763325,0.859957489999999,-0.868307979999997,0.73576727,-1.01165952,0.971791620000001,-0.78194822,-0.249211320000001,-1.4059259,-1.20329688
2,2014-08-26,37.6046,127.032,44.7624,0.5141,50.61992645,89.08050537,0.22644814550000003,0.0,5.400872966,62.45434356,4619.683594,29.1,19.0,0.1,-3.4,-0.119583339999998,-1.76638679,-2.91294297,-0.0653956999999998,-1.01435134,2.49465522,-2.50869797,1.2322071,-3.29758822,1.85295523,-1.7896831,0.874863000000001,-2.61923569,-0.0577695400000025
3,2014-08-26,37.5776,127.058,33.3068,0.2661,44.49315643,84.38117218,0.2788150735,0.20513031875,5.295179238,35.58801822,4614.626465,29.4,21.3,1.2,-1.8,-1.63503453,-0.0542349800000004,-1.35650902,-0.679687650000002,-0.546803059999998,1.16418938,-1.5122509,-0.2457496,-1.58659278,1.21158922,-0.8838851,-0.256170830000002,-1.21131782,-0.71175552
4,2014-08-26,37.645,127.022,45.716,2.5348,59.52310562,90.67642975,0.21043804400000002,0.0,6.450073282,107.0412838,4604.255371,29.1,21.5,0.1,-2.0,1.87212708,0.799553239999998,0.075453679999999,1.66712335,1.11830284,3.75043187,-0.0144414499999996,3.32840981,1.26656953,2.9455308,0.291871029999999,1.95730977,-0.0096862299999998,1.47366231
5,2014-08-26,37.5507,127.135,35.038,0.5055,50.38062286,87.73004913,0.21932431025000002,0.0,5.766616344,113.445465,4602.118164,29.2,20.7,1.3,-1.8,-0.219822450000002,0.530582119999998,-1.32326297,0.154608889999999,-0.388303109999999,1.5307593,-1.1290281,2.22615835,-0.70841407,2.00225652,-2.03809438,1.33543351,-0.763582999999997,-0.339953689999998
6,2014-08-26,37.5102,127.042,54.6384,0.1457,43.86052704,79.96443939,0.2691381095,0.409771343,5.742369682,67.75640202,4615.641113,29.5,21.7,1.5,-1.9,-0.536233889999998,0.584622490000001,-1.47124101,-0.460985269999998,-0.399358919999997,1.35624376,-0.347820760000001,2.9443224,-0.19611252,1.88844916,-0.616774410000001,0.73525446,-0.174265569999999,-0.652041929999999
7,2014-08-26,37.5776,126.838,12.37,0.0985,58.40479279,91.63204193,0.20384305675,0.0,4.449133505,103.1374834,4596.420898,30.5,22.5,1.3,-1.7,0.975780150000002,1.02773806,0.37061615,2.70410772,1.06655008,3.23596084,-0.56314669,2.37287767,-0.0789844299999984,3.00254141,-0.58691409,1.42536717,-0.193112429999999,2.67066412
